index,Run,STC,DrCIF,Arsenal,TDE
94,950,0.2618315846392675,0.4731657669010248,0.29980660758790023,0.231212948781848
95,960,0.2699393194047604,0.45470300167402294,0.32261010958528624,0.22399749773844177
96,970,0.2565288381394916,0.45268546512049535,0.31640625,0.23488535266191357
97,980,0.2618315846392675,0.45268546512049535,0.31949688641437507,0.22163030584475088
98,990,0.2591700399361915,0.45470300167402294,0.32105066780041325,0.231212948781848
99,1000,0.24362434477472936,0.46284066117244005,0.32417522549948613,0.2373578087676004
100,1010,0.2448923933393554,0.4710870626643117,0.32732253472100015,0.2448923933393554
101,1020,0.2448923933393554,0.46284066117244005,0.32890475557246324,0.24872625229218423
102,1030,0.2604982629188736,0.45067464994778966,0.32574602929013824,0.23243226294268599
103,1040,0.2618315846392675,0.4648920293826813,0.32105066780041325,0.23488535266191357
104,1050,0.2658622726289688,0.49004405634748,0.32574602929013824,0.23365639334737992
105,1060,0.2539078753265581,0.45268546512049535,0.3179487517133129,0.24362434477472936
106,1070,0.2539078753265581,0.4731657669010248,0.32417522549948613,0.2361191535689037
107,1080,0.2591700399361915,0.4731657669010248,0.32890475557246324,0.257846902675945
108,1090,0.2448923933393554,0.4731657669010248,0.32417522549948613,0.2461653855561587
109,1100,0.2565288381394916,0.46079608931599847,0.31640625,0.2361191535689037
110,1110,0.2699393194047604,0.4669502089912164,0.31333809083088277,0.22758377735212343
111,1120,0.2658622726289688,0.4921851522604962,0.3027749672198913,0.22518817949036285
112,1130,0.2631700181292815,0.48154945263364346,0.3102922996618722,0.22758377735212343
113,1140,0.2604982629188736,0.4773438057299136,0.3148693675938434,0.22518817949036285
114,1150,0.2658622726289688,0.4710870626643117,0.32105066780041325,0.2411030273559212
115,1160,0.2513070478409076,0.46284066117244005,0.31949688641437507,0.2423612270466004
116,1170,0.2713086981140206,0.4773438057299136,0.3179487517133129,0.2411030273559212
117,1180,0.2713086981140206,0.47525134288033916,0.31949688641437507,0.22758377735212343
118,1190,0.26451357643745693,0.46901521505917326,0.32105066780041325,0.23488535266191357
119,1200,0.26451357643745693,0.45672727456970197,0.32261010958528624,0.23984973292027692
120,1210,0.257846902675945,0.46901521505917326,0.32890475557246324,0.2423612270466004
121,1220,0.2699393194047604,0.46079608931599847,0.32732253472100015,0.25521583334482173
122,1230,0.2699393194047604,0.4857828289661461,0.3385188783115036,0.2631700181292815
123,1240,0.2411030273559212,0.4648920293826813,0.3352910693742963,0.23984973292027692
124,1250,0.23984973292027692,0.46901521505917326,0.34504435579870135,0.2448923933393554
125,1260,0.27268328028198374,0.4836626670262818,0.32890475557246324,0.24744333425745293
126,1270,0.2539078753265581,0.48154945263364346,0.32105066780041325,0.2565288381394916
127,1280,0.2672161197856241,0.4794431705940399,0.33368584870386137,0.24744333425745293
128,1290,0.2591700399361915,0.47525134288033916,0.33049270564155114,0.23488535266191357
129,1300,0.2658622726289688,0.46901521505917326,0.33049270564155114,0.2500141525259316
130,1310,0.2448923933393554,0.4648920293826813,0.32105066780041325,0.26451357643745693
131,1320,0.26451357643745693,0.4648920293826813,0.32574602929013824,0.25521583334482173
132,1330,0.2539078753265581,0.4731657669010248,0.32574602929013824,0.2361191535689037
133,1340,0.2658622726289688,0.4731657669010248,0.32417522549948613,0.2685751310058636
134,1350,0.2591700399361915,0.48154945263364346,0.33368584870386137,0.2513070478409076
135,1360,0.2591700399361915,0.4669502089912164,0.32890475557246324,0.2461653855561587
136,1370,0.2604982629188736,0.48154945263364346,0.3320863987419205,0.23243226294268599
137,1380,0.2411030273559212,0.4669502089912164,0.31949688641437507,0.21928192596162363
138,1390,0.252604951135957,0.45672727456970197,0.33049270564155114,0.2631700181292815
139,1400,0.2685751310058636,0.4794431705940399,0.32890475557246324,0.23365639334737992
140,1410,0.26451357643745693,0.4669502089912164,0.32261010958528624,0.23860133097388617
141,1420,0.2699393194047604,0.4943332566638309,0.32574602929013824,0.252604951135957
142,1430,0.2591700399361915,0.47525134288033916,0.32574602929013824,0.2411030273559212
143,1436,0.28104078432526614,0.4773438057299136,0.3320863987419205,0.23488535266191357
